brand,category,description,details,finition,image_urls,sku,stock,title,type,url,variure
METALUX,,"
","{'Carré:': '8 mm', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--KVz7Tr7P--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_33518__.jpeg",041344,Aucun magasin sélectionné,Serrure à larder 3 points coffre 92MTX U7 45 mm METALUX F1U7450200,,https://www.afdb.fr/metalux-serrure-larder-metalux-3-points-u7-pene-dormant-demi-tour_SKUM5100.html,
FTH THIRARD,,"
","{'Article:': 'Clé décondamnation', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--1AYsXg_9--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_266260_.jpeg",585241,Aucun magasin sélectionné,Clé de décondamnation verrou WC THIRARD 00999954,,https://www.afdb.fr/fth-thirard-verrou-automatique-wc-voyant-alouette_SKUM33697.html,
METALUX,,"
","{'Modèle:': 'Série 34', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--HhEShJlG--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_130235_.jpeg",041109,Aucun magasin sélectionné,Serrure 3 points coffre 34x40 METALUX F134300000,,https://www.afdb.fr/metalux-serrure-larder-metalux-3-points-entraxe-70-mm-tringles_SKUM5101.html,
Stremler ASSA ABLOY,,"
","{'Modèle:': 'Condamnation par tringles plates', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--57pQYSsC--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_15288__.jpeg",019127,Aucun magasin sélectionné,Serrure 3 points pêne dormant demi-tour 41 mm pour tringle plate STREMLER 2270.41.TI24,,https://www.afdb.fr/stremler-assa-abloy-serrure-larder-3-points-stremler-tringles-pene-dormant-1-2-tour-serie-2270_SKUM5125.html,
FTH THIRARD,,"
","{'Article:': 'Paire de protège gonds', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--z_hD8yB3--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_287846_.jpeg",617695,Aucun magasin sélectionné,Paire de protège gonds THIRARD 00025000,,https://www.afdb.fr/fth-thirard-protege-gonds-fth-thirard-paire-00025000_SKUM42127.html,
Stremler ASSA ABLOY,,"
",{'Fiche technique fournisseur': '\n'},,"https://res.cloudinary.com/afdb/image/upload/s--hXC3rWJg--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_125386_.jpeg",019249,Stock limité,Kit de tringlerie pour serrures multipoints diamètre 8 mm + accessoires STREMLER 2837.00.0,,https://www.afdb.fr/stremler-assa-abloy-kit-tringlerie-stremler-serrures-multipoints-2837-00-0_SKUM5132.html,
Stremler ASSA ABLOY,,"
","{'Modèle:': 'Têtière en U de 24 x 6', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--CLK2O_RG--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_15310__.jpeg",020043,Aucun magasin sélectionné,Serrure 3 points TF3 pêne dormant/demi-tour 36 mm têtière en U 24 x 6 mm STREMLER 6370.36.0A,,https://www.afdb.fr/stremler-assa-abloy-serrure-multipoints-tf3-stremler-pene-dormant-demi-tour-serie-6370_SKUM8085.html,
Stremler ASSA ABLOY,,,{'Charge maxi:': '35'},,"https://res.cloudinary.com/afdb/image/upload/s--NPUZTn1j--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/fallback.png",791685,Aucun magasin sélectionné,Kit platines et pinces pour écran de fenêtre,,https://www.afdb.fr/stremler-assa-abloy-kit-platines-pinces-ecran-fenetre_SKUM150259.html,
CISA,,"
","{'Modèle de serrure:': 'Horizontale', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--3a0KyWw7--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_235034_.jpeg",128056,Aucun magasin sélectionné,Monopoint en applique horizontal à fouillot,,https://www.afdb.fr/cisa-monopoint-applique-horizontal-fouillot_SKUM39019.html,
JEAN JOURJON,,"
","{'Modèle:': 'Bague + ténon', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--rqZm4cW7--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_287819_.jpeg",756962,Aucun magasin sélectionné,Renfort de paumelles complet 1 bague + 1 ténon JEAN JOURJON 621334,,https://www.afdb.fr/jean-jourjon-renfort-paumelles-jean-jourjon-bague-teton-621334_SKUM86343.html,
GUITEL,,"
",{},,"https://res.cloudinary.com/afdb/image/upload/s--_DBhiyZV--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_6483___.jpeg",024055,Aucun magasin sélectionné,Renfort de paumelle Guitel,,https://www.afdb.fr/guitel-renfort-paumelle-guitel_SKUM6149.html,
VACHETTE,,"
",{'Sens:': 'Droit'},,"https://res.cloudinary.com/afdb/image/upload/s--oNx6GVhH--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_263285_.jpeg",137919,Aucun magasin sélectionné,Serrure de boites aux lettres 30 mm canon 17 mm droite VACHETTE 12010000,,https://www.afdb.fr/vachette-serrure-boites-lettres-vachette-30-mm-canon-17-mm-2383_SKUM6076.html,
VACHETTE,,"
",{'Sens:': 'Réversible'},,"https://res.cloudinary.com/afdb/image/upload/s--gJm3OfkU--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_263307_.jpeg",021601,Aucun magasin sélectionné,Serrure vitrines à pattes largeur 30 mm zingué VACHETTE 11220000,,https://www.afdb.fr/vachette-serrure-pattes-vachette-881-zingue-1122_SKUM39446.html,
BURG,,"
",{'Article:': 'Caissette à monnaie'},,"https://res.cloudinary.com/afdb/image/upload/s--vZaF1gmP--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_250505_.jpeg",377035,Aucun magasin sélectionné,Caisse à monnaie,,https://www.afdb.fr/burg-caisse-monnaie_SKUM8473.html,
HERACLES,,"
",{'Modèle:': 'Mini'},,"https://res.cloudinary.com/afdb/image/upload/s--SiPSFBlj--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_221878_.jpeg",761022,Aucun magasin sélectionné,Coffre à clés HERABOX à combinaison à fixer mini Héraclès  PCA-HERABOX-S,,https://www.afdb.fr/heracles-coffre-cles-mini-combinaison-fixer-heracles-herabox_SKUM88066.html,
CISA,,"
",{'Type de cylindre:': 'Cylindre européen'},,"https://res.cloudinary.com/afdb/image/upload/s--7Fc55UqG--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_31635__.jpeg",127911,Aucun magasin sélectionné,Serrure 3 points à larder pênes basculants axe 25 mm CISA CIS4642525,,https://www.afdb.fr/cisa-serrure-larder-cisa-3-points-penes-basculants_SKUM8261.html,
MOTTURA,,"
",{'Modèle:': '4 points de fermeture'},,"https://res.cloudinary.com/afdb/image/upload/s--wjN_sd55--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_143598_.jpeg",053002,Aucun magasin sélectionné,Kit zingué 4 points de fermeture MOTTURA 451170KIT,,https://www.afdb.fr/mottura-serrure-mottura-zingue-porte-garage-basculante-451170kit_SKUM5036.html,
HERACLES,,"
","{'Modèle:': 'U20', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--he62AkNS--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_250727_.jpeg",009086,Aucun magasin sélectionné,Cadenas laiton UNO 20 mm sous blister HERACLES I-CAD20-BS,,https://www.afdb.fr/heracles-cadenas-standard-varie-heracles-uno_SKUM5550.html,
WSS,,"
",{'Type:': 'Plaque de propreté'},,"https://res.cloudinary.com/afdb/image/upload/s--N8KGMxl3--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_245272_.jpeg",389546,Aucun magasin sélectionné,Plaque de propreté alu argent WSS 16570000114,,https://www.afdb.fr/wss-plaque-proprete-wss-serrure-porte-garage-16570000114_SKUM127166.html,
HERACLES,,"
",{'Modèle:': 'L40'},,"https://res.cloudinary.com/afdb/image/upload/s--rIwSozi8--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_12472__.jpeg",488441,Aucun magasin sélectionné,Cadenas anse haute LONGO longueur 40 mm HERACLES I-CAD-L40,,https://www.afdb.fr/heracles-cadenas-anse-haute-heracles-longo_SKUM10197.html,
HERACLES,,"
","{""Type d'alimentation:"": 'Batterie intégré Lithium 3,7V', 'Notice': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--oI9uVU5r--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_220527_.jpeg",761296,Aucun magasin sélectionné,Cadenas à empreintes digitales HERACLES PCA-DIGITCAD1,,https://www.afdb.fr/heracles-cadenas-empreintes-digitales-heracles-digitcad1_SKUM88699.html,
HERACLES,,"
",{'Modèle:': 'C30X3'},,"https://res.cloudinary.com/afdb/image/upload/s--2wXwYIgj--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_12487__.jpeg",488438,Aucun magasin sélectionné,Cadenas à combinaison COMBO C30X3 HERACLES I-CAD-C30X3,,https://www.afdb.fr/heracles-cadenas-combinaison-heracles-combo_SKUM10193.html,
HERACLES,,"
","{'Modèle:': 'U20', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--I8vuPuU---/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_239840_.jpeg",389783,Aucun magasin sélectionné,Cadenas standard laiton UNO 20 mm s'entrouvrant anse en U HERACLES I-CAD20MV,,https://www.afdb.fr/heracles-cadenas-standard-entrouvrant-anse-u-heracles-uno_SKUM97274.html,
JEAN JOURJON,,"
","{'Modèle:': 'Auto perceuse', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--rNYU6ZVQ--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_93894__.jpeg",746678,Aucun magasin sélectionné,Vis pareclose auto perceuse paquet de 100 acier zingué blanc JEAN JOURJON 69278,,https://www.afdb.fr/jean-jourjon-vis-pareclose-auto-perceuse-jean-jourjon-paquet-100-69278_SKUM156371.html,
JEAN JOURJON,,"
","{'Couleur:': 'Noir', 'Notice': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--f1CyU74C--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_262378_.jpeg",229658,Aucun magasin sélectionné,Ensemble Western coupe-feu pour porte 36 à 44 mm gaine JEAN JOURJON 261123 GAINE,,https://www.afdb.fr/jean-jourjon-ensemble-joint-jean-jourjon-western-coupe-feu-porte-va-vient_SKUM5823.html,
HERACLES,,"
",{'Modèle:': 'EURO E50'},,"https://res.cloudinary.com/afdb/image/upload/s--DCRB_OhD--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_152941_.jpeg",773127,Aucun magasin sélectionné,Cadenas UNO EURO E50 cylindre européen laiton HERACLES I-CAD-UE,,https://www.afdb.fr/heracles-cadenas-demi-cylindre-europeen-heracles-uno_SKUM122142.html,
JEAN JOURJON,,"
","{'Modèle:': 'SUPER MAJOR', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--QLS8D0Jx--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_262458_.jpeg",585353,Aucun magasin sélectionné,Judas coupe feu SUPER MAJOR chromé 40 mn JEAN JOURJON 021524,,https://www.afdb.fr/jean-jourjon-judas-super-major-jean-jourjon-coupe-feu-40-mn-0215_SKUM33946.html,
JEAN JOURJON,,"
","{'Angle de vision:': '170 °', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--8xuo5xvJ--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_262450_.jpeg",591950,Aucun magasin sélectionné,Judas Minos grand serrage 31 - 85 mm chromé JEAN JOURJON 011124,,https://www.afdb.fr/jean-jourjon-judas-jean-jourjon-minos-grand-serrage-0111_SKUM39927.html,
TIRARD,,"
","{'Finition:': 'Noir', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--5mkiQaog--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_265191_.jpeg",585489,Aucun magasin sélectionné,Sabot à tourniquet TIRARD QA592305P,,https://www.afdb.fr/tirard-butoir-portail-tirard-tourniquet-qa592305p_SKUM34083.html,
TIRARD,,"
","{'Finition:': 'Brut', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--C8BfADD4--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_39442__.jpeg",585485,Aucun magasin sélectionné,Sabot de portail à visser inox 190 x 100 mm TIRARD QA401304,,https://www.afdb.fr/tirard-sabot-portail-tirard-visser-inox-190x100-mm-qa401304_SKUM34079.html,
JEAN JOURJON,,"
","{'Couleur:': 'Beige', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--FkST1Fni--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_240925_.jpeg",216643,Aucun magasin sélectionné,Protection anti-pince doigts VAPD largeur 70 mm JEAN JOURJON 301313 GAINE,,https://www.afdb.fr/jean-jourjon-protection-anti-pince-doigts-jean-jourjon-souple_SKUM5822.html,
TIRARD,,"
","{'Modèle:': '2 pivots', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--S-hlFLWK--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_246145_.jpeg",585377,Aucun magasin sélectionné,Serrure AA40 acier zingué cylindre rond longueur 12 mm 2 pivots TIRARD AA114004,,https://www.afdb.fr/tirard-serrure-tirard-aa40-volet-roulant-aa114004_SKUM96154.html,
JEAN JOURJON,,"
","{'Longueur:': '5 mm', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--A09pYQWT--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_287719_.jpeg",608895,Aucun magasin sélectionné,Vis pareclose M5x5 zinguée sachet de 250pièces JEAN JOURJON 68273,,https://www.afdb.fr/jean-jourjon-vis-pareclose-jean-jourjon_SKUM21839.html,
BURG,,"
",{'Couleur:': 'Noir'},,"https://res.cloudinary.com/afdb/image/upload/s--9B_GK-wb--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_248730_.jpeg",376882,Aucun magasin sélectionné,Câble antivol,,https://www.afdb.fr/burg-cable-antivol_SKUM5839.html,
BURG,,"Corps en acier massif, verrouillage par des pennes robustes. Serrure à clé ou électronique.",{'Poids:': '28 kg'},,"https://res.cloudinary.com/afdb/image/upload/s--LbhlT6Bp--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_152447_.jpeg",789273,Aucun magasin sélectionné,Armoire à fusils FAVOR GUN 5,,https://www.afdb.fr/burg-armoire-fusils-favor-gun-5_SKUM135625.html,
NUOVA FEB ASSA ABLOY ITALIE,,"
",{'Modèle:': 'Standard'},,"https://res.cloudinary.com/afdb/image/upload/s--7o3cqLnD--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_30756__.jpeg",389424,Aucun magasin sélectionné,Electro serrure MULTIPLA double entrée acier zingué - ASSA ABLOY - NF5011/1Z,,https://www.afdb.fr/nuova-feb-assa-abloy-italie-electro-serrure-multipla-corni-assa-abloy-acier-zingue-nf501_SKUM8705.html,
BURG,,"
",{'Longueur:': '150 mm'},,"https://res.cloudinary.com/afdb/image/upload/s--eQRhjw5E--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_154797_.jpeg",789257,Aucun magasin sélectionné,Câble antivol en spirale à clés 1550 longueur 150 mm BURG 18060 0,,https://www.afdb.fr/burg-cable-antivol-burg-spirale-cles-1550-18060-0_SKUM135610.html,
BURG,,"
","{'Longueur:': 'null mm', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--d99dADy0--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_261597_.jpeg",377014,Aucun magasin sélectionné,Chaîne SKM 6/60 BURG 11060,,https://www.afdb.fr/burg-chaine-antivol-burg-serie-skm-gkm_SKUM5840.html,
MERMIER,,"
","{'Finition:': 'Zingué', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--a-s56SmZ--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_40248__.jpeg",234909,Aucun magasin sélectionné,Sabot è visser 90 x 95 mm zingué MERMIER M-540903,,https://www.afdb.fr/mermier-butoir-portail-mermier-visser-lumieres-90-x-10-mm-zingue-540903_SKUM71685.html,
JARDINIER MASSARD,,"
","{'Diamètre:': '30 mm', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--sd-cGDal--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_263675_.jpeg",005878,Aucun magasin sélectionné,Arrêt grille de 30 mm phorétique JARDINIER MASSARD J501350,,https://www.afdb.fr/jardinier-massard-arret-portail-jardinier-massard-bascule-phoretique-j5013_SKUM5769.html,
MERMIER,,"
","{'Finition:': 'Zingué blanc', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--jNwu3Q7R--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_121668_.jpeg",394243,Aucun magasin sélectionné,Arrêt de portail à axe réglable zingue blanc MERMIER M-542003,,https://www.afdb.fr/mermier-arret-portail-mermier-bascule-reglable-ressort-zingue-blanc-542003_SKUM5667.html,
NUOVA FEB ASSA ABLOY ITALIE,,"
",{'Modèle:': 'Standard'},,"https://res.cloudinary.com/afdb/image/upload/s--e-qXDDdZ--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_240958_.jpeg",392008,Aucun magasin sélectionné,Gâche série 16000 FEB F16161/1,,https://www.afdb.fr/nuova-feb-assa-abloy-italie-gache-feb-serie-16000-f16161-1_SKUM8703.html,
NUOVA FEB ASSA ABLOY ITALIE,,"
","{'Type de produit:': 'Accessoires serrure', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--5WoVwNgT--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_260228_.jpeg",614052,Aucun magasin sélectionné,Kit rouleau pour serrure à larder 3 points entraxe 25 mm CORNI N49801025000,,https://www.afdb.fr/nuova-feb-assa-abloy-italie-kit-rouleau-corni-serrure-trepper_SKUM117282.html,
TIRARD,,"
","{'Montage:': 'En applique', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--Jjs7-hU6--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_148707_.jpeg",216673,Aucun magasin sélectionné,Serrure AE en applique zinguée cylindre 6 mm pour lame 7 à 9 mm THIRARD AE114002,,https://www.afdb.fr/tirard-serrure-ae-thirard-applique-zinguee-volet-roulant-ae11400_SKUM88677.html,
TIRARD,,"
","{'Modèle:': 'Serrure CE 3 points', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--3XhCQclF--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_285417_.jpeg",486726,Aucun magasin sélectionné,Serrure de volet 3ème point court droite acier zingué TIRARD CE112104,,https://www.afdb.fr/tirard-serrure-volet-tirard-3-points-courts-acier-zingue_SKUM35077.html,
MOTTURA,,"
",{'Modèle:': 'PERSONAL 1530'},,"https://res.cloudinary.com/afdb/image/upload/s--dtSDB8IV--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_12905__.jpeg",052916,Aucun magasin sélectionné,Coffre-fort PERSONAL à clé 665 X 465 X 245 mm 78 Kg MOTTURA 111530,,https://www.afdb.fr/mottura-coffre-fort-personal-cle_SKUM6958.html,
WATTELEZ,,"
","{'Couleur:': 'Blanc', 'Fiche technique fournisseur': '\n'}",,"https://res.cloudinary.com/afdb/image/upload/s--Y_VKSU0u--/c_pad,dpr_auto,f_auto,h_500,w_500/v1/afdb-fr/AFD_281461_.jpeg",780592,Indisponible,Anti-pince doigts GAROMIN n°1 1400 mm blanc WATTELEZ 606011B,,https://www.afdb.fr/wattelez-anti-pince-doigts-garomin-1-wattelez-1400mm-blanc-606011b_SKUM226740.html,
